source_apartment_name,target_apartment_name,distance_meters,distance_km
미리내아파트,탑건진선미,77.19444598,0.08
미미,반도하우드,237.02709621,0.24
미성,삼호3,0,0.00
미성,미륭,0,0.00
미성1차,미성2차,221.86214441,0.22
미성2차,미성1차,221.86214441,0.22
미성맨션,송파삼성래미안아파트,144.88532016,0.14
미성아파트(연립),중앙화곡하이츠,108.75522482,0.11
미소가,혜당,67.26737554,0.07
미소로,메트로IV,30.17552277,0.03
미소애,현대조합,71.16820637,0.07
미아1차래미안,현대쉐르빌(302-33),421.04899229,0.42
미아동부센트레빌,송천센트레빌,110.08727517,0.11
미아신구,은진스톤하우스21차,203.05561218,0.20
미아한일유앤아이,경남아너스빌(1356-0),79.35883906,0.08
미영(101),미영(102),25.46308479,0.03
미영(102),미영(101),25.46308479,0.03
미영리치타운,미영리치타운103,52.41692548,0.05
미영리치타운103,미영리치타운,52.41692548,0.05
미원1,함성월드빌3차301동,44.70115909,0.04
미원2,천우,125.45286211,0.13
미주,홍릉동부,241.70373756,0.24
미주A,보람더하임,34.07008929,0.03
미주B,노들,49.56576809,0.05
미주파스텔,청구빌라트,146.87418276,0.15
미주프라자,문래대림,154.42568865,0.15
미진주택B동,그랑프리,19.86771759,0.02
미켈란107,풍림(1차),135.92646151,0.14
미켈란147,삼성아셈,193.45563474,0.19
미켈란호수가,석촌호수효성해링턴타워,203.0187975,0.20
밀라텔쉐르빌,현대성우주상복합아파트,74.59459063,0.07
밀란체1,베스트휴,33.13433293,0.03
밀레니엄삼우,"수정가,나동",246.05246326,0.25
밀레스트,심미에셈빌,54.85711578,0.05
바비엥3,덕수궁롯데캐슬,79.84162131,0.08
박석고개1단지힐스테이트(101~111동)BL2-12,박석고개1단지힐스테이트(112~115동)BL2-13,175.52991013,0.18
박석고개1단지힐스테이트(112~115동)BL2-13,박석고개1단지힐스테이트(101~111동)BL2-12,175.52991013,0.18
박석고개1단지힐스테이트(116~131동)BL2-1,마고정3단지센트레빌(323~335동)BL2-2,154.9165588,0.15
반도,래미안첼리투스,183.01569682,0.18
반도유보라,유원제일2차,151.85334871,0.15
반도유보라아일랜드,밤섬예가클래식,119.04855528,0.12
반도하우드,한아름,132.44102828,0.13
반석블레스,인정,36.29327335,0.04
반석블레스빌,푸르빌3차,41.31891361,0.04
반석푸른숲,새진6차,96.96554442,0.10
반포2차ApelBaum,비버리힐즈,46.92027364,0.05
반포경남아파트,반포파크빌,153.22128965,0.15
반포대우멤버스카운티2차,랑쉐빌,81.95070276,0.08
반포두산힐스빌,쏠레뉴,56.51526197,0.06
반포리체,삼호가든맨션(5차),182.1444677,0.18
반포미도,반포두산힐스빌,105.35359137,0.11
반포미도2차아파트,반포미도,159.32260404,0.16
반포샤인힐4차,신구노빌리티,44.1365517,0.04
반포서래빌,비엥에뜨르,30.33908534,0.03
반포서래월드메르디앙스칼라아파트A동,반포서래월드메르디앙스칼라아파트B동,26.13692027,0.03
반포서래월드메르디앙스칼라아파트B동,반포서래월드메르디앙스칼라아파트A동,26.13692027,0.03
반포에스케이뷰,아델스빌1,63.89559977,0.06
반포이안애1차,월드빌라트(798-5),90.57573451,0.09
반포자이,삼호가든맨션(5차),270.12301848,0.27
반포주공1단지,아크로리버파크,330.52665124,0.33
반포파크빌,반포경남아파트,153.22128965,0.15
반포팰리스,반포훼미리(101동),184.96546687,0.18
반포푸르지오,반포파크빌,229.71649358,0.23
반포훼미리(101동),반포훼미리(102동),40.76733988,0.04
반포훼미리(102동),반포훼미리(101동),40.76733988,0.04
반포훼밀리빌,엠브이아파트,80.3128537,0.08
반포힐스테이트,래미안퍼스티지,288.41161288,0.29
밝은문,마이유,104.23762546,0.10
밝은햇살,노블레스아파트,44.49067423,0.04
밤섬경남아너스빌,신수동성원,117.35026574,0.12
밤섬리버베르빌,상수동월드메르디앙,66.24226436,0.07
밤섬예가클래식,반도유보라아일랜드,119.04855528,0.12
밤섬힐스테이트,씨제이리버힐,115.63697602,0.12
방배1차현대홈타운,방배2차현대홈타운,193.48008847,0.19
방배2차e-편한세상,효산빌라트,123.41219527,0.12
방배2차상지리츠빌,방배노블힐스,53.22046668,0.05
방배2차현대홈타운,현대오페라하우스,90.79279108,0.09
방배3차e-편한세상,라온채,70.03584468,0.07
방배3차현대홈타운,방배아이파크,99.58577427,0.10
방배5차상지리츠빌,방배동갤러리하우스3,45.632428,0.05
방배CJ나인빌1차,방배CJ나인빌2차,18.91955602,0.02
방배CJ나인빌2차,방배CJ나인빌1차,18.91955602,0.02
방배갤러리,라빌레뜨,34.49628951,0.03
방배노블힐스,방배2차상지리츠빌,53.22046668,0.05
방배대성유니드아파트,정림,167.7915116,0.17
방배대우(562-1),방배아트e-편한세상102,90.09557631,0.09
방배대우디오빌,신구하이텍빌리지,52.34415698,0.05
방배대우멤버스카운티(809-17),팔라티노,42.93285541,0.04
방배대우멤버스카운티201,리치팰리스,37.68178449,0.04
방배대우멤버스카운티501,방배대우멤버스카운티502,33.73292897,0.03
방배대우멤버스카운티502,멤버스카운티601,22.77341651,0.02
방배대우유로카운티,방배포레스트,69.43007411,0.07
방배동갤러리하우스3,영지아트빌라,33.09362769,0.03
방배동동양파라곤,롯데빌라트2차,200.50472561,0.20
방배디오슈페리움Ⅰ,디오수페리움2,39.49446567,0.04
방배래미안타워,방배아트e-편한세상102,48.00174122,0.05
방배렉슬,노블씨티,34.05628865,0.03
방배롯데캐슬로제,비젼21(2차),58.39579165,0.06
방배브라운가,훼미리타운,158.6493111,0.16
방배블레스밸리,방배어울림,216.58521498,0.22
방배빌라트,나스빌3차,48.80687836,0.05
방배샤인힐6차,폴라씨엘로,62.04408494,0.06
방배서리풀힐스,브라운스톤효령아파트,161.9562925,0.16
방배신동아럭스빌,대우로얄빌라트,58.84106386,0.06
방배신삼호,삼호2,215.66970774,0.22
방배씨티(보성),영진,37.84996802,0.04
방배아이파크,방배3차현대홈타운,99.58577427,0.10
방배아크로리버,롯데캐슬헤론,95.52441402,0.10
방배아크로타워,방배서리풀힐스,239.70867364,0.24
방배아트e-편한세상102,방배아트e편한세상101,34.83838369,0.03
방배아트e-편한세상103,방배아트e-편한세상102,36.6749299,0.04
방배아트e-편한세상106,방배아트e편한세상105,35.82189391,0.04
방배아트e편한세상101,방배아트e-편한세상102,34.83838369,0.03
방배아트e편한세상105,방배아트e-편한세상106,35.82189391,0.04
방배아펠바움,프레스턴(1-62),40.50803858,0.04
방배어울림,래미안방배아트힐(1008-2),138.16759651,0.14
방배엔스위트,서희융창,100.15214897,0.10
방배우성,다청림라인씨티,155.96692257,0.16
방배임광3차,방배어울림,200.16545782,0.20
방배자이,롯데캐슬파크(34),64.47052739,0.06
방배타운하우스,동광빌라트,83.63464036,0.08
방배포레스트,프리우스,30.70885865,0.03
방배한화,서리풀e편한세상,115.03996693,0.12
방배현대멤피스2,아이리스,207.48799217,0.21
방배현대빌라트(999-2),서초이에스에이3차,53.32159484,0.05
방배힐2차,벨루체팰리스,23.36207385,0.02
방산아파트,(1-102),199.84293453,0.20
방신서광,삼정코아,110.02124197,0.11
방원예뜨랑,은하수드림빌,60.40411736,0.06
방이금호어울림,세원아파트,138.30293591,0.14
방이동그린파크,원진아뜨리에,59.69062407,0.06
방주기픈샘,방주기픈샘2,46.92907017,0.05
방주기픈샘2,방주기픈샘,46.92907017,0.05
방주아크빌,성우,89.00879948,0.09
방학동삼성래미안1,이에스에이아파트2,160.70201683,0.16
방학동삼성래미안2,금광포란재아파트,64.33422232,0.06
방화3차우림필유,방화3차태승훼미리,35.81919794,0.04
방화3차태승훼미리,방화3차우림필유,35.81919794,0.04
방화4단지,동일스위트리버2차,240.46245332,0.24
방화5,방화동진로아파트,161.47625299,0.16
방화그린,한숲마을대림,302.11141886,0.30
방화동2차태승훼미리,한오,48.23183645,0.05
방화동동부센트레빌(875번지),한미(286-1),98.22821277,0.10
방화동진로아파트,방화5,161.47625299,0.16
배재현대,고덕 아이파크,379.50337941,0.38
백경,대영테크빌,44.03403406,0.04
백광,연화,172.6999886,0.17
백두골드,북한산코오롱하늘채,121.10824738,0.12
백련미라보,명지플러스빌아파트(B),180.50161346,0.18
백련산힐스테이트1차,백련산힐스테이트2차,230.27970372,0.23
백련산힐스테이트2차,백련산힐스테이트1차,230.27970372,0.23
백련산힐스테이트3차,대주피오레,160.90679566,0.16
백록빌라,(806-63)태영빌라,10.03929024,0.01
백림금호,한울네세창,213.24432964,0.21
백명TRENDYAPT,성산2차e-편한세상,100.11056664,0.10
백영아파트,진주브라운,113.46872593,0.11
백운,리버스타운,51.91757924,0.05
백운스위트빌,거상센스빌(960-5),31.06712806,0.03
백운한비치,금광,57.3110536,0.06
백운한비치(나),가산지웰에스테이트,206.54338661,0.21
백운한비치Ⅱ,현대(209),89.13585847,0.09
백조,쌍문동삼성래미안,189.52564839,0.19
버넷하임1,숭인한양LEEPS,14.2023794,0.01
번동금호어울림,오동공원현대,100.40125531,0.10
번동솔그린,해모로아파트,160.28274559,0.16
번동한양아파트,번동솔그린,182.82770822,0.18
번영빌라,대승빌라,12.90413055,0.01
범신칼릭스빌,청담대우멤버스카운티11차,124.74224977,0.12
범양,서라벌,82.22050955,0.08
범양프레체,동양엔파트,93.40956564,0.09
범하세라믹,미라보(성림),320.49684745,0.32
베니하우스,녹원한신,49.63937993,0.05
베라체캠퍼스,회기아파트(347-7),51.7626516,0.05
베로니스2차,노블하우스(803-8),24.85263963,0.02
베로니스3차,라빌레뜨,25.94375445,0.03
베로니스5차,라파예트,33.20440475,0.03
베로니스6차,반포서래월드메르디앙스칼라아파트A동,56.44074502,0.06
베르체,효창PALACEVILLE,31.12019047,0.03
베벌리힐즈,명가,43.58359171,0.04
베스트빌,장방아파트,99.01150391,0.10
베스트휴,밀란체1,33.13433293,0.03
벧엘블레스빌,자선메르시안(119-15),28.89758861,0.03
벨라빌,필로스(193-45),42.67011839,0.04
벨러스빌,요진보네르,32.01765761,0.03
벨루체팰리스,방배힐2차,23.36207385,0.02
벽산,중앙하이츠,177.08312643,0.18
벽산3,현대(220-2),367.29031309,0.37
벽산늘푸른,강변월드메르디앙,81.41725891,0.08
벽산라이브파크,에스케이북한산시티,386.56052938,0.39
벽산메가트리움,한강로대우아이빌,98.21702486,0.10
벽산미라지타워,부영그린타운1,64.05356434,0.06
벽산베스트블루밍,해피그린(171-31),69.97387621,0.07
벽산블루밍,벽산블루밍3차,100.46484625,0.10
벽산블루밍1단지,벽산블루밍2단지,60.37159391,0.06
벽산블루밍2단지,벽산블루밍1단지,60.37159391,0.06
벽산블루밍3차,벽산블루밍,100.46484625,0.10
벽산솔렌스힐,(91-511),75.58911326,0.08
벽산송화프라자,쌍문동LG트윈빌1,65.44365129,0.07
벽산스카이파크,금강포란재(101),80.95285961,0.08
벽산아파트1,효성하이타운아파트,82.58216144,0.08
벽산아파트2,청구아파트,136.85526452,0.14
벽산타운II,하이캐슬,52.69015968,0.05
보광,신안타워,254.04297455,0.25
보광드림타운,빛고을우방,53.83130681,0.05
보금자리,청송,24.7643807,0.02
보라매 신동아 파밀리에,성원(1115-1),45.72962273,0.05
보라매e편한세상,보라매삼성,150.5426654,0.15
보라매갑을,롯데관악타워,217.07267096,0.22
보라매경남아너스빌,보라매정은벚꽃마을,130.2309198,0.13
보라매나산스위트,롯데관악타워,65.52246698,0.07
보라매두산위브,경남교수,162.06198438,0.16
보라매롯데캐슬,해태보라매타워,69.89607943,0.07
보라매삼성,해바라기,123.32451673,0.12
보라매삼성쉐르빌,보라매아카데미타워,66.20349532,0.07
보라매아카데미타워,보라매삼성쉐르빌,66.20349532,0.07
보라매우성,캐릭터그린빌,57.69325474,0.06
보라매정은벚꽃마을,보라매경남아너스빌,130.2309198,0.13
보라매코오롱하늘채,펭귄,261.24514084,0.26
보라매파크빌,한성아파트,130.87409095,0.13
보라매해담채,보라매갑을,462.52326277,0.46
보라매현대,삼성보라매옴니타워,53.96707538,0.05
보람,대외,41.74043512,0.04
보람(640),등촌라인(조합),240.47337837,0.24
보람(685-100),(685-103),18.71235174,0.02
보람그린102동,보람그린APT101동,39.63901106,0.04
보람그린APT101동,보람그린102동,39.63901106,0.04
보람더하임,미주A,34.07008929,0.03
보람쉬움,구로현대,243.39616066,0.24
보람쉬움1,신월2차보람쉬움,60.83747932,0.06
보람아파트,시티빌아파트,34.96428281,0.03
보람하이빌,청솔수(711-6),45.61239829,0.05
보르미아파트(948-9),삼일,39.59208962,0.04
보문하우스토리,코지아뜨리에,248.77781622,0.25
보미리아파트,잠원동트루빌,40.81490306,0.04
보미리즌빌,서초로즈힐,27.8895857,0.03
보미리즌빌(102동),정우아트빌A,23.60857837,0.02
보배빌아파트(90-2),청록MS(91-9),29.21835059,0.03
보성,비체힐리버뷰,92.75836379,0.09
보성제이드,청원,65.37555377,0.07
보성주상복합,목동동보,58.02671421,0.06
보화2차,거여2단지효성아파트,231.46762261,0.23
복권,쁘띠그린힐,268.90705754,0.27
봉천동,신양,75.91139119,0.08
봉천동아,일두(1021),105.52530017,0.11
봉천두솔,금강아미움(106동),91.23268278,0.09
봉천우성,태승,77.19986595,0.08
부강쉐르빌,파크(나),110.70809874,0.11
부강아파트,신주아파트(101동),33.7833074,0.03
부광,은성아파트,137.97074653,0.14
부림베스트빌,신세계드림빌2,206.54621466,0.21
부미아띠랑스힐,코스코수,40.42006246,0.04
부암스카이뷰,청운현대,981.68934828,0.98
부영,"등촌1,2단지주공아파트",190.05980411,0.19
부영2,부영그린타운1,92.31441456,0.09
부영3,부영2,104.98810271,0.10
부영그린타운1,현대파크빌(907-23),40.35695605,0.04
부영팰리스,신주아파트B,121.26882825,0.12
부호(101동),신아굿모닝,54.42378729,0.05
부흥아파트,태양아파트(612-2),182.69464014,0.18
북가좌삼호,DMC아이파크,134.19442753,0.13
북부현대,상계대림e편한세상,59.14953993,0.06
북아현1차,북아현2차,36.07151158,0.04
북아현2차,북아현1차,36.07151158,0.04
북아현경남,경남102동,68.10946211,0.07
북아현맨션,삼우빌라,44.97133573,0.04
북한강(성원),동원베네스트,119.12337528,0.12
북한산굿모닝,북한산월드메르디앙,935.22875562,0.94
북한산노블리스빌,성원그린(103동),102.86409229,0.10
북한산대창센시티,엘지아파트,191.41169313,0.19
북한산동호스카이,북한산한양수자인아파트,118.90479457,0.12
북한산래미안아파트(1단지),북한산래미안아파트(2단지),121.26988958,0.12
북한산래미안아파트(2단지),북한산래미안아파트(1단지),121.26988958,0.12
북한산아이파크5차,창동신도브래뉴1차,236.37409809,0.24
북한산월드메르디앙,성원그린(103동),321.71257516,0.32
북한산코오롱하늘채,백두골드,121.10824738,0.12
북한산푸르지오,월든힐스,377.51749293,0.38
북한산한신휴플러스,현대조합,175.19348699,0.18
북한산한양수자인아파트,태양아파트,103.28666461,0.10
북한산현대홈타운,남해그린힐,222.31255288,0.22
북한산현대힐스테이트3차아파트,선우아파트,133.561431,0.13
북한산힐스테이트1차아파트,북한산래미안아파트(2단지),168.99059517,0.17
북한산힐스테이트7차,청나아파트,93.61947574,0.09
불암현대,동아불암,195.88308897,0.20
브라운스톤,지고하임(102동),68.26368865,0.07
브라운스톤2차,브라운스톤금호,107.06395038,0.11
브라운스톤공덕아파트,신공덕e편한세상,162.6772265,0.16
브라운스톤관악,서희스타힐스,219.17801088,0.22
