apartment_name,school_name,distance_meters,distance_km
공릉해링턴플레이스,태랑중학교,354.81969578,0.35
공성,성일중학교,203.56947595,0.20
공신,서울삼선초등학교,250.4373052,0.25
공작,여의도고등학교,420.07007226,0.42
공작빌라트,상문고등학교,537.17573129,0.54
공항동부센트레빌,서울송정초등학교,263.48272238,0.26
관악,서울삼성초등학교,105.71370596,0.11
관악교수,서울청룡초등학교,403.43378881,0.40
관악동부센트레빌,서울신봉초등학교,244.2800568,0.24
관악드림(동아),구암고등학교,311.24476643,0.31
관악드림(삼성),구암고등학교,311.24476643,0.31
관악미래가,관악중학교,269.65079686,0.27
관악산대창센시티,인헌고등학교,196.46506747,0.20
관악산대창센시티2차,인헌고등학교,159.09063388,0.16
관악산벽산타운5,서울금동초등학교,181.78208887,0.18
관악산센텀,서울사당초등학교,387.08460417,0.39
관악산신도브래뉴,국립전통예술중학교,407.01489025,0.41
관악산신도브래뉴,국립전통예술고등학교,407.01489025,0.41
관악산휴먼시아1단지,서울난향초등학교,285.06708138,0.29
관악산휴먼시아2단지,서울정문학교,397.61054821,0.40
관악월드메르디앙,서울봉천초등학교,70.44541197,0.07
관악위버폴리스,서울원당초등학교,273.67754921,0.27
관악유앤아이,서울신봉초등학교,194.06845071,0.19
관악청광플러스원,서울관광고등학교,70.72474806,0.07
관악캠퍼스타워,서울원당초등학교,480.60748206,0.48
관악태우미소가,서울봉천초등학교,214.09185748,0.21
관악파크푸르지오,관악중학교,176.86521397,0.18
관악푸르지오,서울신남성초등학교,371.13629195,0.37
관악푸르지오102동,봉원중학교,337.41340453,0.34
관음삼성,서울염창초등학교,152.11979989,0.15
광나루현대,광장중학교,585.72525951,0.59
광남,서울신내초등학교,289.80445338,0.29
광남벨라스(1차),서울성산초등학교,509.92527543,0.51
광남벨라스(VALLACE),경성고등학교,169.59183607,0.17
광남벨라스(VALLACE),경성중학교,169.59183607,0.17
광남벨라스(VALLACE),홍익디자인고등학교,169.59183607,0.17
광남벨라스2동,서울서교초등학교,451.94480639,0.45
광남벨라스2차,홍익대학교사범대학부속초등학교,433.31900861,0.43
광남벨라스2차,홍익대학교사범대학부속여자고등학교,433.31900861,0.43
광남벨라스2차,홍익대학교사범대학부속여자중학교,433.31900861,0.43
광남벨라스2차아파트,서울천동초등학교,218.06104396,0.22
광남벨라스2차아파트(53-32),서울천동초등학교,190.80502334,0.19
광남벨라스613V,동신중학교,261.53376894,0.26
광남벨라스643V(50-7),서울천동초등학교,346.93646675,0.35
광남벨라스타워,서울체육고등학교,227.5219164,0.23
광남벨라스타워,서울체육중학교,227.5219164,0.23
광남아파트101동,서울천동초등학교,282.23789175,0.28
광남캐스빌,정화여자중학교,304.26405296,0.30
광남캐스빌,서울정화고등학교,304.26405296,0.30
광남캐스빌(247-0),둔촌고등학교,504.13976617,0.50
광남캐스빌(389-9),서울천동초등학교,396.62577494,0.40
광남캐스빌(435-7),성내중학교,357.82652083,0.36
광남캐스빌(448-5),서울체육고등학교,278.66804703,0.28
광남캐스빌(448-5),서울체육중학교,278.66804703,0.28
광남캐스빌(631),한산중학교,160.64719016,0.16
광남캐스빌(C동),문정중학교,440.42499166,0.44
광남캐스빌1(512-4),서울서교초등학교,590.74303223,0.59
광남캐스빌101동,둔촌고등학교,438.77347283,0.44
광남캐스빌102동,둔촌고등학교,436.29330507,0.44
광남캐스빌105동,둔촌고등학교,457.0774042,0.46
광남캐스빌A,서울망원초등학교,107.5529432,0.11
광남캐스빌B,서울망원초등학교,87.3109754,0.09
광남캐스빌D,서울망원초등학교,76.62478295,0.08
광덕파크빌아파트,서울공릉초등학교,502.29375041,0.50
광명아파트,방산고등학교,456.7277158,0.46
광산,서울고은초등학교,143.50528174,0.14
광산(1122-4),서울등서초등학교,232.0210109,0.23
광산로얄,장훈고등학교,44.41737653,0.04
광성금강,화곡보건경영고등학교,97.24961647,0.10
광성금강,화곡중학교,97.24961647,0.10
광장,서울윤중초등학교,200.13012201,0.20
"광장(1,2동)",서울윤중초등학교,50.53614583,0.05
광장11현대홈타운,양진중학교,252.87157404,0.25
광장11현대홈타운,서울양진초등학교,252.87157404,0.25
광장자이,양진중학교,406.38662159,0.41
광장자이,서울양진초등학교,406.38662159,0.41
광장현대9단지,서울양진초등학교,291.59859916,0.29
광장현대9단지,양진중학교,291.59859916,0.29
광장힐스테이트,양진중학교,213.47162964,0.21
광장힐스테이트,서울양진초등학교,213.47162964,0.21
광진We’vePark,서울장안초등학교,197.49987547,0.20
광진동양파라곤1단지,서울장안초등학교,243.3767978,0.24
광진동양파라곤2단지,서울장안초등학교,282.61697379,0.28
광진코지웰,서울장안초등학교,315.67748815,0.32
광진트라팰리스,서울신양초등학교,358.62715916,0.36
광진하나플러스,서울신자초등학교,78.38947144,0.08
광진하우스토리한강,서울양남초등학교,132.26382361,0.13
광진해모로리버뷰,광진중학교,214.25441611,0.21
광화문스페이스본(101동~105동),수도사랑의학교,324.77021229,0.32
광화문스페이스본(106동),수도사랑의학교,262.13337761,0.26
교수(B),서울홍연초등학교,311.62857176,0.31
구로궁전빌리지(771-42),서울구로남초등학교,367.38745781,0.37
구로두산,영서중학교,501.83013565,0.50
구로두산위브,서울구로남초등학교,155.11288682,0.16
구로아트빌라3동,서울영일초등학교,230.33028132,0.23
구로아트빌라4동(806-33),서울영일초등학교,235.5171383,0.24
구로아트빌라5동(806-29),서울영일초등학교,254.1499769,0.25
구로에스케이뷰,서울미래초등학교,535.31001866,0.54
구로지웰,서울영일초등학교,603.27412911,0.60
구로현대,서울영서초등학교,103.94048243,0.10
구산,서울청담초등학교,793.54550714,0.79
구산그린빌,은평대영학교,175.62331093,0.18
구암,서울신사초등학교,179.32055204,0.18
구의강변우성아파트,서울구남초등학교,203.04424859,0.20
구의동현진에버빌,동국대학교사범대학부속가람중학교,517.58877817,0.52
구의동현진에버빌,동국대학교사범대학부속가람고등학교,517.58877817,0.52
구의현대2단지,서울구남초등학교,359.55100161,0.36
구의현대6단지,서울구남초등학교,261.31262835,0.26
구의현대7단지현대홈타운,서울광진학교,107.68781932,0.11
구의현대하이엘,서울자양초등학교,279.4142671,0.28
구의현대홈시티,서울자양초등학교,272.59302811,0.27
구일우성,구일고등학교,411.17738748,0.41
구파발10단지어울림(1011~1019동)BL3-1,서울은빛초등학교,186.29642161,0.19
구파발9단지래미안(916~928동)BL3-2,서울은빛초등학교,173.30622335,0.17
구현대,서울개운초등학교,227.92282314,0.23
국제산장,광신고등학교,436.30761431,0.44
국제산장,광신방송예술고등학교,436.30761431,0.44
국제산장,광신중학교,436.30761431,0.44
국화맨션,서울문래초등학교,315.797744,0.32
굿모닝기룡(369-0),서울서신초등학교,155.066635,0.16
굿모닝기룡아파트,서울녹번초등학교,229.15286678,0.23
굿모닝하이츠,서울고은초등학교,234.76040845,0.23
굿이모션(1103-3),서울우장초등학교,438.14051083,0.44
궁전,서울신원초등학교,379.33359152,0.38
궁전(912-1)B동,서울신강초등학교,277.35652046,0.28
궁전A동,서울신강초등학교,293.40593434,0.29
궁전아트빌라,서울영일초등학교,455.36862707,0.46
그대家,서울난곡초등학교,252.3725385,0.25
그라비스,서울신정초등학교,564.04744273,0.56
그랑디오스,서울학동초등학교,311.82491366,0.31
그랑밸리(64),오주중학교,222.65848191,0.22
그랑빌,서울프랑스학교,319.74155171,0.32
그랑씨엘2000,방배중학교,358.18331134,0.36
그랑씨엘3차,방배중학교,337.40202626,0.34
그랑프리,서울오류초등학교,184.1415289,0.18
그랜드,가락고등학교,289.95608495,0.29
그랜드(A동),정원여자중학교,240.07611245,0.24
그랜드1,한산중학교,182.96080995,0.18
그랜드밸리아파트,천호중학교,163.48950568,0.16
그랜드아이파크,경복여자고등학교,334.35745326,0.33
그랜드팰리스,양천중학교,602.69207059,0.60
그레이스,서울성서초등학교,255.85076455,0.26
그레이스(786-10),서울양목초등학교,685.42397379,0.69
그레이스(B동),서울고은초등학교,430.36976652,0.43
그레이스3차,성산중학교,366.79714157,0.37
그레이스홈타운(101동),동국대학교사범대학부속가람고등학교,547.47599334,0.55
그레이스홈타운(101동),동국대학교사범대학부속가람중학교,547.47599334,0.55
그레이스홈타운(102동),동국대학교사범대학부속가람중학교,522.97878755,0.52
그레이스홈타운(102동),동국대학교사범대학부속가람고등학교,522.97878755,0.52
그린,서일문화예술고등학교,185.53508372,0.19
그린빌,중앙여자중학교,78.77859177,0.08
그린빌,중앙여자고등학교,78.77859177,0.08
그린빌,추계초등학교,78.77859177,0.08
그린빌라트,서울고등학교,268.55548216,0.27
그린빌아파트,서울장곡초등학교,467.52270764,0.47
그린스테이트,서울숭미초등학교,75.66733785,0.08
그린씨티,화곡보건경영고등학교,145.90810046,0.15
그린씨티,화곡중학교,145.90810046,0.15
그린아파트,석촌중학교,341.97505916,0.34
그린아파트빌,서울강서초등학교,274.77121099,0.27
그린월드,서울망원초등학교,326.39516121,0.33
그린트리,서울용마초등학교,233.75293071,0.23
그린파크(코오롱하늘채),서울서빙고초등학교,138.53506799,0.14
그린파크빌아파트,방이중학교,200.82394597,0.20
그린플러스구로해담채2,영림중학교,58.94537357,0.06
그린피아,서울서원초등학교,608.22531329,0.61
극동,신창중학교,176.42733966,0.18
극동(105),서울삼일초등학교,164.44707524,0.16
극동1,광남고등학교,320.00529814,0.32
극동2,광남고등학교,320.00529814,0.32
극동강변,서울본동초등학교,200.13906194,0.20
극동그린,옥정중학교,279.14963377,0.28
극동늘푸른,서울공릉초등학교,463.40672439,0.46
극동메트로타워,서울갈현초등학교,423.61003227,0.42
극동미라주,서울금북초등학교,111.70220627,0.11
극동상록수,양동중학교,306.85130274,0.31
극동스타클래스2,서울서이초등학교,390.04787288,0.39
극동아파트,서울숭미초등학교,64.77194132,0.06
극동옥정,옥정중학교,141.58785329,0.14
극동의푸른별1차,서울수암초등학교,297.71244373,0.30
근상아트프리즘,서울금융고등학교,85.14964975,0.09
근상프리즘,서울양화초등학교,414.85269046,0.41
근상프리즘(1076-2),서울신월초등학교,203.97042349,0.20
근상프리즘(342-35),서울신정초등학교,489.58615027,0.49
근상프리즘(955-9),교남학교,188.95444983,0.19
근상프리즘(957-1),서울등서초등학교,261.06022236,0.26
글로리,경기초등학교,434.80845929,0.43
글로리안(B),장충고등학교,325.851185,0.33
글로리안(B),장충중학교,325.851185,0.33
글로벌파크,서울면동초등학교,173.3343588,0.17
금강,서울신원초등학교,431.36152668,0.43
금강(343),지구촌학교,255.47127503,0.26
금강(343),지구촌학교 중학교,255.47127503,0.26
금강(343),지구촌학교 고등학교,255.47127503,0.26
금강KCC,건국대학교사범대학부속고등학교,174.08527112,0.17
금강산아파트,서울중랑초등학교,361.46439973,0.36
금강아미움,서울동답초등학교,323.00154042,0.32
금강아미움(101동),서울관악초등학교,231.15613417,0.23
금강아미움(102동),서울관악초등학교,202.47175563,0.20
금강아미움(103동),서울관악초등학교,173.73231346,0.17
금강아미움(104동),봉림중학교,225.8814907,0.23
금강아미움(106동),서울관악초등학교,171.67709651,0.17
금강에스쁘아,서울정목초등학교,209.06618514,0.21
금강캐스빌,서울풍납초등학교,131.44450367,0.13
금강포란재(101),서울구산초등학교,370.0188051,0.37
금강프리빌,서울방배초등학교,374.64842715,0.37
금광,서울탑동초등학교,297.5700777,0.30
금광아크존(635-14),신구중학교,278.83929698,0.28
금광포란재,광성하늘빛학교,527.6486422,0.53
금광포란재아파트,서울문화고등학교,202.43951126,0.20
금상아파트,서울연천초등학교,234.80331234,0.23
금성,서울신자초등학교,249.85979973,0.25
금성아파트,성심여자고등학교,257.97923874,0.26
금성아파트,성심여자중학교,257.97923874,0.26
금성타운,서울천동초등학교,287.46790915,0.29
금성프라자1,송파중학교,381.15880437,0.38
금용,수송중학교,219.99323484,0.22
금정노블,서울프랑스학교,292.36884988,0.29
금천현대,안천중학교,394.59925401,0.39
금하뜨라네,신원중학교,341.84121367,0.34
금호,구로고등학교,200.745874,0.20
금호(1차),서울삼성초등학교,445.62022299,0.45
금호(444-9),서울안평초등학교,314.34788689,0.31
금호1,서울목운초등학교,240.61994776,0.24
금호1,목운중학교,240.61994776,0.24
금호1차푸르지오,서울금호초등학교,146.89960047,0.15
금호2,선덕중학교,228.72251466,0.23
금호2,동북초등학교,228.72251466,0.23
금호2,선덕고등학교,228.72251466,0.23
금호2,세그루패션디자인고등학교,228.72251466,0.23
금호베스트빌,서울성수초등학교,724.73585205,0.72
금호베스트빌1,서울서빙고초등학교,92.22518581,0.09
금호삼성래미안,서울응봉초등학교,560.08085175,0.56
금호아파트,천호중학교,290.14503013,0.29
금호아파트(768),강서고등학교,119.2191666,0.12
금호아파트(768),영도중학교,119.2191666,0.12
금호어울림,태릉중학교,300.40376103,0.30
금호어울림(580),동원중학교,179.02931204,0.18
금호어울림(580-1),동원중학교,313.23051767,0.31
금호자이1차,금호고등학교,122.88812705,0.12
금호자이2차,서울금호초등학교,197.41956208,0.20
금호타운,서울백석초등학교,380.93445013,0.38
금호타운(583),서울수암초등학교,74.92739264,0.07
금호타운2차아파트,서울경동초등학교,272.26734315,0.27
금호한신,서울금호초등학교,262.52482815,0.26
